City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,bondo,3.8146,23.6866,21.65,96,93,0.59,CD,1711414240
278,terra roxa,-23.8557,-50.0314,21.64,73,81,1.8,BR,1711414241
279,tauranga,-37.6861,176.1667,23.3,70,77,2.24,NZ,1711414241
280,williams lake,52.1415,-122.1445,12.76,24,75,2.06,CA,1711414213
281,kocarli,37.7611,27.7058,9.99,87,75,0.51,TR,1711414243
282,punta arenas,-53.15,-70.9167,14.06,77,75,6.69,CL,1711414243
283,entebbe,0.0644,32.4469,22.18,88,20,2.06,UG,1711414244
284,goure,13.9835,10.2704,22.61,12,0,3.34,NE,1711414245
285,la'ie,21.6477,-157.9253,27.98,69,61,1.34,US,1711414245
286,choibalsan,48.0667,114.5,-3.72,82,100,1.89,MN,1711414246
287,byron bay,-28.65,153.6167,22.06,95,100,1.77,AU,1711414247
288,weno,7.4515,151.8468,26.97,94,100,3.6,FM,1711414247
289,shtip,41.7458,22.1958,4.35,65,11,1.13,MK,1711413998
290,shendi,16.6915,33.4341,21.36,17,0,6.09,SD,1711414249
291,pallasovka,50.05,46.8833,1.89,90,100,5.05,RU,1711414249
292,fort bragg,35.139,-79.006,13.85,52,0,2.57,US,1711414036
293,nadym,65.5333,72.5167,-29.23,100,63,3.05,RU,1711414251
294,lompoc,34.6391,-120.4579,16.5,62,75,7.72,US,1711414252
295,mananjary,-21.2167,48.3333,22.62,80,100,3.54,MG,1711414252
296,touros,-5.1989,-35.4608,27.49,78,100,3.83,BR,1711414253
297,kodiak,57.79,-152.4072,4.73,87,100,3.09,US,1711414254
298,queenstown,-31.8976,26.8753,19.01,58,100,1.35,ZA,1711414254
299,aswan,24.0934,32.907,16.61,27,0,2.57,EG,1711414255
300,manismata,-2.4667,111.0333,26.24,93,63,0.8,ID,1711414256
301,pisco,-13.7,-76.2167,23.03,78,0,7.72,PE,1711414257
302,catumbela,-12.4314,13.5472,26.54,90,85,1.66,AO,1711414257
303,namibe,-15.1961,12.1522,25.45,73,99,3.18,AO,1711414258
304,chibougamau,49.9168,-74.3659,-4.21,42,75,3.6,CA,1711414040
305,salinopolis,-0.6136,-47.3561,25.84,89,100,1.85,BR,1711414259
306,knyaze-volkonskoye,48.4642,135.4567,0.19,80,6,1.29,RU,1711414260
307,puerto madero,14.7208,-92.4215,27.56,72,100,3.37,MX,1711414261
308,yeppoon,-23.1333,150.7333,26.88,85,100,2.5,AU,1711414261
309,tolanaro,-25.0319,46.9987,23.04,78,40,6.17,MG,1711414262
310,ciudad lazaro cardenas,17.9583,-102.2,22.9,68,100,4.13,MX,1711414234
311,maysville,38.6412,-83.7444,19.88,20,0,4.63,US,1711414264
312,abilene,32.4487,-99.7331,15.12,40,0,6.69,US,1711413967
313,unai,-16.3575,-46.9061,23.19,81,86,0.83,BR,1711414072
314,gemena,3.25,19.7667,23.88,82,69,0.74,CD,1711414267
315,kaitong,44.8135,123.15,5.95,22,6,1.59,CN,1711414268
316,shimoda,34.6667,138.95,11.2,95,100,8.13,JP,1711414268
317,benguela,-12.5763,13.4055,26.7,88,90,1.57,AO,1711414269
318,udachny,66.4167,112.4,-24.49,96,100,1.9,RU,1711414270
319,hilo,19.7297,-155.09,26.25,77,40,4.63,US,1711414271
320,kralendijk,12.15,-68.2667,26.99,83,40,5.14,BQ,1711414273
321,alexandria,31.2156,29.9553,12.3,52,0,4.13,EG,1711414273
322,rockport,28.0206,-97.0544,27.01,54,0,4.12,US,1711414274
323,timbuktu,16.7735,-3.0074,27.59,25,66,4.72,ML,1711414275
324,ingeniero jacobacci,-41.3427,-69.5448,20.72,36,100,3.47,AR,1711414156
325,yanam,16.7333,82.2167,22.74,83,0,1.09,IN,1711414279
326,santana,-0.0583,-51.1817,28.1,89,40,1.03,BR,1711414280
327,gulf shores,30.246,-87.7008,21.14,74,100,9.77,US,1711414281
328,lubang,13.8584,120.124,26.88,81,11,8.28,PH,1711414282
329,aasiaat,68.7098,-52.8699,-2.82,66,61,6.42,GL,1711414283
330,ad douiem,14.0012,32.3116,25.04,14,21,7.53,SD,1711414283
331,yoloten,37.2989,62.3597,23.07,51,100,11.22,TM,1711414284
332,lorengau,-2.0226,147.2712,29.16,74,93,2.08,PG,1711414285
333,dunedin,-45.8742,170.5036,14.33,75,100,1.34,NZ,1711414222
334,midvagur,62.0511,-7.1939,-0.54,93,20,2.06,FO,1711414287
335,belalcazar,2.6547,-75.9928,16.67,95,100,1.72,CO,1711414288
336,jaru,-10.4389,-62.4664,23.2,99,100,1.34,BR,1711414282
337,masterton,-40.9597,175.6575,22.28,64,97,7.23,NZ,1711414159
338,uturoa,-16.7333,-151.4333,28.79,75,3,5.73,PF,1711414290
339,al jawf,29.5,38.75,11.78,47,0,2.52,SA,1711414291
340,port alfred,-33.5906,26.891,18.99,90,100,5.24,ZA,1711414292
341,zhalantun,48.0,122.7167,4.65,39,7,0.33,CN,1711414292
342,tazovsky,67.4667,78.7,-34.82,99,13,2.2,RU,1711414293
343,olonets,60.9847,32.9698,-1.5,98,98,1.47,RU,1711414294
344,musan-up,42.2261,129.2078,5.39,39,100,1.1,KP,1711414294
345,nuku'alofa,-21.1333,-175.2,29.19,79,75,2.57,TO,1711414295
346,novyy turtkul',41.55,61.0167,19.95,37,100,7.13,UZ,1711414296
347,fort wellington,6.4,-57.6,26.56,76,89,4.92,GY,1711414297
348,mili,6.0815,171.735,28.22,74,34,8.42,MH,1711414297
349,savanna-la-mar,18.219,-78.1332,27.97,85,50,2.08,JM,1711414298
350,inhambane,-23.865,35.3833,23.52,83,54,4.86,MZ,1711414299
351,mao,39.8885,4.2658,14.31,100,75,4.63,ES,1711414179
352,afaahiti,-17.75,-149.2833,30.93,78,94,5.34,PF,1711414300
353,harnoli,32.2792,71.5539,21.94,34,98,0.92,PK,1711414035
354,valencia,39.3333,-0.8333,12.1,82,100,4.95,ES,1711414301
355,polyarnyy,69.1989,33.4478,-12.9,79,99,2.59,RU,1711414302
356,hailey,43.5196,-114.3153,5.92,37,40,0.45,US,1711414077
357,quibala,-10.7337,14.98,17.19,96,78,0.67,AO,1711414305
358,bereeda,11.8704,51.0579,26.14,83,3,3.36,SO,1711414305
359,ponta delgada,37.7333,-25.6667,14.4,67,20,5.66,PT,1711414306
360,port hedland,-20.3167,118.5667,29.03,42,5,5.66,AU,1711414307
361,nar'yan-mar,67.6713,53.087,-17.16,86,100,3.58,RU,1711414307
362,nemuro,43.3236,145.575,0.52,67,12,4.31,JP,1711414308
363,antonio enes,-16.2325,39.9086,26.13,87,93,2.3,MZ,1711414309
364,mizdah,31.4451,12.9801,23.45,13,100,8.7,LY,1711414310
365,ust'-ilimsk,58.0006,102.6619,-0.87,90,100,5.36,RU,1711414310
366,rabo de peixe,37.8,-25.5833,13.73,67,20,5.66,PT,1711414311
367,bakhtiyarpur,25.4667,85.5167,24.01,55,0,0.9,IN,1711414312
368,severo-yeniseyskiy,60.3725,93.0408,-14.12,95,100,4.47,RU,1711414312
369,mlalo,-4.9333,38.9333,23.95,93,100,2.17,TZ,1711414313
370,vega de alatorre,20.0333,-96.6333,26.64,68,100,1.13,MX,1711414314
371,sault ste. marie,46.5168,-84.3333,6.16,62,100,5.66,CA,1711414211
372,prado,-17.3411,-39.2208,25.76,85,12,2.88,BR,1711414315
373,netrakona,24.8833,90.7167,20.7,82,1,2.5,BD,1711414316
374,charters towers,-20.1,146.2667,28.12,73,84,3.14,AU,1711414317
375,vila velha,-20.3297,-40.2925,26.08,87,20,1.03,BR,1711414310
376,valenca,-13.3703,-39.0731,23.96,91,77,0.54,BR,1711414318
377,freetown,8.484,-13.2299,25.21,77,14,2.53,SL,1711414319
378,constantia,44.1833,28.65,4.38,69,0,8.91,RO,1711414135
379,jilma,35.2731,9.4239,16.08,83,45,2.89,TN,1711414320
380,veraval,20.9,70.3667,24.81,69,0,4.96,IN,1711414321
381,ishigaki,24.3448,124.1572,26.07,89,20,6.17,JP,1711414322
382,aykhal,66.0,111.5,-22.29,97,100,3.3,RU,1711414322
383,batang,-6.4846,110.7083,28.56,73,95,1.52,ID,1711414323
384,puerto baquerizo moreno,-0.9,-89.6,26.95,76,100,1.64,EC,1711414324
385,meridian,43.6121,-116.3915,12.43,44,20,3.13,US,1711414324
386,bel ombre,-4.6167,55.4167,27.91,89,40,1.03,SC,1711414325
387,rizokarpaso,35.6,34.375,15.06,79,22,10.37,CY,1711414326
388,santa cruz,-17.8,-63.1667,29.7,58,55,3.09,BO,1711414035
389,fale old settlement,-9.3852,-171.2468,29.33,76,90,6.47,TK,1711414327
390,kolonia town,6.964,158.206,28.06,83,100,3.6,FM,1711414328
391,daxi,24.8837,121.2904,24.9,96,41,3.03,TW,1711414329
392,peace river,56.2501,-117.286,5.17,33,40,5.14,CA,1711414330
393,shagonar,51.5333,92.8,-7.66,94,100,0.52,RU,1711414331
394,mongo,12.1844,18.693,26.49,13,0,2.95,TD,1711414332
395,port moresby,-9.4431,147.1797,30.19,70,20,1.6,PG,1711414068
396,katsuren-haebaru,26.3369,127.8719,25.22,85,75,8.75,JP,1711414333
397,markaz-e hukumat-e darweshan,31.1323,64.1934,22.45,44,100,0.91,AF,1711414334
398,islamkot,24.6997,70.177,25.1,56,98,3.98,PK,1711414335
399,geraldton,-28.7667,114.6,24.23,29,0,4.63,AU,1711414336
400,dryden,49.7833,-92.7503,-8.84,86,75,8.23,CA,1711414324
401,osmaneli,40.3572,30.0142,1.79,88,6,1.94,TR,1711414337
402,moranbah,-22.0016,148.0466,27.61,68,83,2.4,AU,1711414338
403,mincivan,39.0294,46.7185,7.85,67,1,3.36,AZ,1711414339
404,ixtapa-zihuatanejo,17.6333,-101.55,26.05,65,75,7.2,MX,1711414232
405,agbabu,6.5886,4.8343,25.95,94,100,0.75,NG,1711414340
406,arraial do cabo,-22.9661,-42.0278,24.0,91,100,5.28,BR,1711414271
407,cova figueira,14.8905,-24.2934,19.16,77,5,7.87,CV,1711414342
408,pariaman,-0.619,100.12,26.03,82,96,1.63,ID,1711414343
409,khandyga,62.6667,135.6,-10.79,92,100,2.65,RU,1711414343
410,muromtsevo,56.3724,75.2418,-8.51,95,100,1.47,RU,1711414344
411,baruun-urt,46.6806,113.2792,-4.61,79,83,0.59,MN,1711414345
412,askiz,53.1319,90.5264,0.46,68,40,9.57,RU,1711414346
413,ta`u,-14.2336,-169.5144,29.21,71,6,3.43,AS,1711414346
414,wamba,8.9333,8.6,27.29,41,84,1.54,NG,1711414347
415,kidal,18.4411,1.4078,28.33,18,99,4.8,ML,1711414348
416,valence,39.4697,-0.3774,14.5,98,75,1.54,ES,1711414136
417,chonchi,-42.6128,-73.8092,16.18,99,100,1.07,CL,1711414349
418,kerouane,9.2667,-9.0167,27.68,55,100,1.6,GN,1711414350
419,sai buri,6.7013,101.6168,28.31,71,83,3.96,TH,1711414351
420,natal,-5.795,-35.2094,29.12,79,20,2.57,BR,1711414190
421,ilha de mocambique,-15.0342,40.7358,27.53,81,100,4.98,MZ,1711414352
422,remire-montjoly,4.9167,-52.2667,26.02,83,20,1.03,GF,1711414353
423,ulsteinvik,62.3432,5.8487,0.97,76,11,2.24,NO,1711414353
424,avellaneda,-29.1176,-59.6583,22.42,80,0,3.15,AR,1711414354
425,vilyuchinsk,52.9306,158.4028,0.15,77,100,3.86,RU,1711414355
426,trincomalee,8.5711,81.2335,27.82,71,95,3.43,LK,1711414355
427,yichun,47.7,128.9,1.52,45,0,0.2,CN,1711414356
428,kayangel,8.0823,134.7173,28.14,81,100,6.16,PW,1711414357
429,ujae,8.9322,165.7642,27.46,71,10,9.97,MH,1711414358
430,miri,4.4148,114.0089,28.08,89,20,0.51,MY,1711414359
431,nagqu,31.5,92.0,-8.76,71,100,0.93,CN,1711414360
432,lagoa,39.05,-27.9833,14.06,74,96,8.75,PT,1711414360
433,bonthe,7.5264,-12.505,25.22,81,100,2.08,SL,1711414361
434,carbonear,47.7332,-53.2148,-2.59,76,100,1.71,CA,1711414362
435,severobaykal'sk,55.65,109.3167,-4.9,85,79,1.17,RU,1711414363
436,formosa do rio preto,-11.0483,-45.1931,26.22,53,100,0.49,BR,1711414363
437,mossel bay,-34.1831,22.146,16.96,91,98,3.38,ZA,1711414364
438,phalaborwa,-23.943,31.1411,21.6,85,98,4.22,ZA,1711414365
439,al jubayl,27.0112,49.6583,19.04,58,0,7.15,SA,1711414365
440,kittila,67.6647,24.8936,-19.66,84,0,1.03,FI,1711414366
441,ust'-barguzin,53.45,108.9833,-3.27,76,56,2.06,RU,1711414367
442,klaksvik,62.2266,-6.589,-0.49,95,98,11.77,FO,1711414367
443,dolinsk,47.35,142.8,0.18,60,2,6.33,RU,1711414368
444,palma sola,-23.9634,-64.2987,24.33,63,27,1.74,AR,1711414369
445,selkirk,50.1436,-96.8845,-4.92,53,100,1.79,CA,1711414358
446,inza,53.8533,46.3586,1.4,95,100,0.73,RU,1711414370
447,acarau,-2.8856,-40.12,25.87,87,100,2.82,BR,1711414210
448,pucon,-39.2822,-71.9543,15.86,73,95,1.48,CL,1711414097
449,horsham,51.064,-0.3272,9.45,73,100,4.25,GB,1711414373
450,thames,-37.1333,175.5333,23.13,55,60,5.12,NZ,1711414374
451,bardai,11.65,7.2333,23.27,12,0,3.15,NG,1711414374
452,rongelap,11.1635,166.8941,27.18,76,100,8.73,MH,1711414375
453,port blair,11.6667,92.75,24.02,94,20,0.51,IN,1711414376
454,sosenskiy,54.059,35.9623,0.2,98,100,2.59,RU,1711414376
455,cestos city,5.46,-9.5828,26.51,89,40,0.91,LR,1711414377
456,tual,-5.6667,132.75,28.88,76,100,4.32,ID,1711414378
457,kura,11.7697,8.4303,24.0,13,0,2.69,NG,1711414378
458,castillos,-34.1667,-53.8333,16.36,83,34,3.01,UY,1711414379
459,lyuban',52.7985,28.0048,3.15,73,100,1.14,BY,1711414381
460,letterkenny,54.95,-7.7333,5.68,96,100,3.82,IE,1711414381
461,withernsea,53.7311,0.0335,8.38,87,100,5.88,GB,1711414382
462,cruzeiro do sul,-29.5128,-51.9853,23.07,73,81,1.16,BR,1711414227
463,galliano,29.4422,-90.2992,23.33,83,100,4.63,US,1711414383
464,maun,-19.9833,23.4167,22.25,61,0,5.28,BW,1711414384
465,yaren,-0.5472,166.916,28.2,71,22,1.81,NR,1711414385
466,arrifes,37.7667,-25.7,13.14,67,20,5.66,PT,1711414386
467,reftinskiy,57.0901,61.6769,-0.44,97,100,3.17,RU,1711414386
468,el gouna,27.3942,33.6782,15.05,40,0,3.92,EG,1711414388
469,khorixas,-20.3667,14.9667,24.24,59,76,2.15,NA,1711414389
470,pudozh,61.8099,36.5345,-0.59,98,100,2.68,RU,1711414390
471,nova sintra,14.8667,-24.7167,19.68,71,0,7.98,CV,1711414390
472,mirny,62.5353,113.9611,-14.17,95,100,5.29,RU,1711414391
473,tahe,52.3333,124.7333,1.95,56,8,1.45,CN,1711414392
474,minas de marcona,-15.2119,-75.1103,18.9,77,10,4.22,PE,1711414393
475,margate,51.3813,1.3862,9.27,75,100,2.24,GB,1711414360
476,tokar,18.4254,37.729,22.24,62,10,4.21,SD,1711414395
477,malindi,-3.2175,40.1191,27.55,83,80,3.62,KE,1711414395
478,santiago tuxtla,18.4667,-95.3,26.45,42,82,10.16,MX,1711414117
479,wanning,18.8003,110.3967,26.56,79,100,2.64,CN,1711414397
480,rocky mountain house,52.3668,-114.9188,-4.94,68,100,5.14,CA,1711414334
481,redencao,-4.2258,-38.7306,23.85,96,100,1.0,BR,1711414398
482,yongchuan,29.3514,105.8947,18.16,66,100,1.22,CN,1711414330
483,qingnian,36.8456,115.7117,10.36,66,97,5.67,CN,1711414399
484,santo antonio do ica,-3.1022,-67.9397,25.65,87,40,0.32,BR,1711414401
485,saint-joseph,-21.3667,55.6167,23.21,78,100,7.97,RE,1711414402
486,happy valley-goose bay,53.3168,-60.3315,-10.83,62,20,4.12,CA,1711414402
487,madalena,41.2162,-8.3345,5.32,91,100,1.5,PT,1711414403
488,st. john's,47.5649,-52.7093,-3.34,77,40,1.03,CA,1711414233
489,ebon,4.582,168.6964,28.33,77,80,7.97,MH,1711414404
490,richfield,44.8833,-93.283,2.77,95,100,4.12,US,1711414405
491,shiyan,32.6475,110.7781,12.0,79,100,1.23,CN,1711414406
492,sinabang,2.4803,96.3801,27.81,77,100,1.76,ID,1711414407
493,tonekabon,36.8163,50.8738,10.97,71,1,2.06,IR,1711414407
494,dzitbalche,20.3167,-90.05,33.71,38,100,2.74,MX,1711414408
495,vernon,50.2581,-119.2691,13.34,52,100,1.54,CA,1711414366
496,san rafael,-34.6177,-68.3301,24.67,40,36,1.88,AR,1711413726
497,lijiang,26.8688,100.2207,11.68,57,5,1.51,CN,1711414411
498,alo,7.4178,6.7371,28.01,72,99,2.19,NG,1711414412
499,taksimo,56.3444,114.8794,-5.78,84,99,0.63,RU,1711414413
500,milford haven,51.7128,-5.0341,7.81,95,100,9.51,GB,1711414413
501,rovnoye,50.7765,46.0509,0.65,96,100,4.97,RU,1711414414
502,senillosa,-39.0,-68.4167,24.88,42,100,4.47,AR,1711414415
503,shirgaon,19.7,72.7,24.77,78,0,0.61,IN,1711414416
504,spirovo,57.419,34.9766,-3.01,97,100,1.27,RU,1711414416
505,maricopa,33.0581,-112.0476,21.13,25,0,6.17,US,1711414417
506,tosontsengel,48.7567,98.2839,-10.74,91,100,1.45,MN,1711414418
507,kashgar,39.4547,75.9797,11.56,32,20,4.0,CN,1711414135
508,gua musang,4.8823,101.9644,26.66,76,73,0.35,MY,1711414420
509,yarmouth,41.7057,-70.2286,4.03,67,100,12.96,US,1711414239
510,juva,56.4368,57.9478,-1.07,97,100,1.2,RU,1711414421
511,plettenberg bay,-34.0527,23.3716,18.78,96,100,2.24,ZA,1711414422
512,aras-asan,8.8908,126.3033,28.07,77,100,1.17,PH,1711414422
513,itabirito,-20.2533,-43.8014,22.54,98,100,1.07,BR,1711414424
514,ma'an,26.9775,110.7211,13.67,76,32,1.78,CN,1711414425
515,coron,11.9986,120.2043,29.65,67,96,2.0,PH,1711414425
516,daman,20.4167,72.85,25.08,71,0,1.78,IN,1711414426
517,camabatela,-8.1881,15.375,17.7,95,99,0.47,AO,1711414427
518,cannonvale,-20.2833,148.7,26.66,79,71,3.24,AU,1711414428
519,pionerskiy,54.9508,20.2275,2.91,83,79,0.95,RU,1711414429
520,punta del este,-34.9667,-54.95,19.37,81,40,3.13,UY,1711414248
521,hajnowka,52.7433,23.5812,0.01,91,8,0.45,PL,1711414430
522,ha'il,27.5219,41.6907,11.01,66,0,2.06,SA,1711414431
523,fredericksburg,38.3032,-77.4605,9.45,63,0,2.57,US,1711414202
524,ostersund,63.1792,14.6357,-4.75,93,94,4.12,SE,1711414348
525,westerly,41.3776,-71.8273,3.84,68,0,6.17,US,1711414426
526,portland,45.5234,-122.6762,11.54,90,100,3.58,US,1711414023
527,el bolson,-41.9667,-71.5167,14.43,87,72,2.4,AR,1711414434
528,betong,5.7743,101.0723,25.01,79,46,1.03,TH,1711414435
529,guarapari,-20.6667,-40.4975,26.05,95,100,2.67,BR,1711414248
530,ed damer,17.5928,33.9592,19.83,18,0,6.43,SD,1711414436
531,kibre mengist,5.8833,38.9833,16.57,93,100,2.27,ET,1711414437
532,carnarvon,-24.8667,113.6333,27.56,36,0,4.78,AU,1711414438
533,kerikeri,-35.2268,173.9474,24.41,45,17,2.86,NZ,1711414438
534,magadan,59.5667,150.8,-6.03,85,35,1.43,RU,1711414122
535,santa vitoria do palmar,-33.5189,-53.3681,17.43,79,11,3.5,BR,1711414440
536,kuta,-8.7233,115.1723,28.97,79,40,0.51,ID,1711414441
537,mbanza kongo,-6.267,14.2401,21.62,97,100,1.15,AO,1711414442
538,pokachi,61.7198,75.3683,-30.48,100,25,1.82,RU,1711414443
539,bad freienwalde,52.7873,14.0304,5.31,95,16,1.34,DE,1711414393
540,richards bay,-28.783,32.0377,20.43,93,67,3.09,ZA,1711414444
541,ghormach,35.7306,63.7826,19.72,60,97,1.91,AF,1711414445
542,nova vicosa,-17.8919,-39.3719,25.81,85,9,2.78,BR,1711414339
543,pano aqil,27.8569,69.1116,23.94,32,100,3.17,PK,1711414447
544,tevriz,57.509,72.4042,-11.37,97,100,1.84,RU,1711414448
545,moyale,3.5167,39.0584,21.15,76,37,1.7,KE,1711414448
546,kupang,-10.1667,123.5833,31.32,74,20,1.54,ID,1711414449
547,sola,-13.8833,167.55,29.37,84,100,0.0,VU,1711414450
548,santa catalina,9.3337,122.8637,27.99,71,100,1.28,PH,1711414450
549,el quebrachal,-25.2833,-64.0667,25.54,63,28,1.22,AR,1711414451
550,bowen,-20.0167,148.2333,27.67,77,23,2.43,AU,1711414452
551,banes,20.9625,-75.7186,23.37,72,9,3.94,CU,1711414392
552,tangalle,6.024,80.7911,25.09,91,95,2.54,LK,1711414454
553,mwinilunga,-11.7358,24.4293,18.24,85,100,1.54,ZM,1711414455
554,san ignacio de velasco,-16.3667,-60.95,23.66,60,38,2.26,BO,1711414455
